transaction_id,transaction_date,customer_id,merchant_id,merchant_category,transaction_amount,city,state,payment_method,card_type,customer_age,customer_income,transaction_hour,is_international,is_weekend,previous_transaction_amount,distance_from_home_km,ground_truth_unusual
TXN0004836,2025-09-18 13:09:56,CUST001050,MERCH00159,Restaurants,12.86,Portland,OR,Swipe,Gold,43,80169.06,17,0,0,1.0,27.47,0
TXN0004837,2026-08-01 16:32:05,CUST001419,MERCH00322,Education,221.15,New York,NY,Contactless (Tap),Green,71,74273.74,17,0,1,247.02,2.24,0
TXN0004838,2025-09-11 10:24:58,CUST001498,MERCH00227,Healthcare,81.72,Detroit,MI,Chip,Gold,46,78358.06,19,0,0,89.29,17.45,0
TXN0004839,2025-10-17 13:21:28,CUST001041,MERCH00045,Electronics,39.58,San Antonio,TX,Chip,Green,18,29917.82,11,0,0,32.35,14.84,0
TXN0004840,2026-01-17 22:43:00,CUST000728,MERCH00201,Fuel,135.76,Detroit,MI,Contactless (Tap),Gold,52,78067.42,16,0,1,126.51,27.22,0
TXN0004841,2026-03-06 21:55:28,CUST001116,MERCH00022,Fashion,24.38,Las Vegas,NV,Chip,Green,37,50890.95,15,0,0,13.33,6.82,0
TXN0004842,2026-04-04 16:17:46,CUST000483,MERCH00339,Grocery,7.06,Detroit,MI,Swipe,Gold,19,15000.0,13,0,1,7.49,22.57,0
TXN0004843,2025-09-01 06:36:42,CUST000543,MERCH00242,Fashion,9.39,Portland,OR,Contactless (Tap),Gold,42,59776.1,7,0,0,13.18,31.14,0
TXN0004844,2026-01-20 17:03:31,CUST001229,MERCH00229,Home & Furniture,122.57,New York,NY,Contactless (Tap),Platinum,19,21563.37,11,0,0,163.16,4.22,0
TXN0004845,2026-05-14 00:13:37,CUST000931,MERCH00394,Electronics,99.49,Seattle,WA,Chip,Business Green,18,15000.0,11,0,0,67.6,0.38,0
TXN0004846,2026-07-31 01:05:55,CUST000400,MERCH00238,Healthcare,81.63,Portland,OR,Swipe,Gold,22,15000.0,18,0,0,71.99,8.0,0
TXN0004847,2026-06-30 05:12:40,CUST001231,MERCH00149,Utilities,108.59,San Antonio,TX,Swipe,Gold,18,23939.64,21,0,0,103.68,12.94,0
TXN0004848,2026-05-09 18:04:11,CUST000619,MERCH00273,Restaurants,59.02,Philadelphia,PA,Contactless (Tap),Gold,20,37097.3,10,0,1,63.46,4.98,0
TXN0004849,2026-05-18 17:09:54,CUST001170,MERCH00067,Fashion,64.36,Detroit,MI,Swipe,Green,41,69845.49,7,1,0,46.9,3752.86,0
TXN0004850,2025-12-12 20:36:18,CUST000879,MERCH00007,Electronics,73.49,Detroit,MI,Swipe,Green,22,52135.11,23,1,0,43.19,5298.08,0
TXN0004851,2026-07-14 14:26:18,CUST000101,MERCH00233,Grocery,40.86,Phoenix,AZ,Contactless (Tap),Green,64,105391.28,18,0,0,52.27,17.27,0
TXN0004852,2026-02-11 20:41:55,CUST000880,MERCH00357,Travel,188.15,Atlanta,GA,Chip,Green,72,86114.84,21,0,0,208.87,3.37,0
TXN0004853,2026-02-16 06:08:22,CUST000830,MERCH00292,Fuel,7.96,Denver,CO,Chip,Gold,74,93814.62,8,0,0,12.33,23.02,0
TXN0004854,2025-12-22 15:08:37,CUST001265,MERCH00256,Education,102.23,Miami,FL,Online,Business Green,31,61611.52,19,0,0,99.3,8.54,0
TXN0004855,2026-05-22 11:31:41,CUST000759,MERCH00067,Fashion,113.95,Detroit,MI,Contactless (Tap),Platinum,39,58420.57,20,0,0,100.31,45.52,0
TXN0004856,2025-10-08 06:09:39,CUST000163,MERCH00250,Home & Furniture,183.2,New York,NY,Online,Gold,32,69154.87,9,0,0,207.83,8.12,0
TXN0004857,2025-09-21 13:51:39,CUST001197,MERCH00077,Healthcare,51.77,New York,NY,Contactless (Tap),Platinum,43,68388.3,9,0,1,29.32,15.32,0
TXN0004858,2025-12-09 20:39:19,CUST000502,MERCH00087,Electronics,456.9,Miami,FL,Chip,Gold,61,120877.03,11,0,0,330.02,0.17,0
TXN0004859,2026-01-24 12:49:15,CUST000547,MERCH00252,Healthcare,84.3,Charlotte,NC,Contactless (Tap),Gold,18,15000.0,10,0,1,116.56,4.3,0
TXN0004860,2025-12-21 22:19:15,CUST001308,MERCH00222,Restaurants,71.82,Dallas,TX,Chip,Gold,24,15000.0,22,0,1,36.85,17.5,0
TXN0004861,2025-11-18 03:49:54,CUST001383,MERCH00072,Electronics,83.94,Phoenix,AZ,Online,Business Green,35,55602.48,12,0,0,67.05,33.17,0
TXN0004862,2026-02-02 21:43:18,CUST000381,MERCH00202,Travel,514.55,Atlanta,GA,Contactless (Tap),Gold,72,89528.47,19,0,0,637.75,34.06,0
TXN0004863,2025-09-23 18:30:57,CUST000870,MERCH00059,Utilities,108.06,New York,NY,Online,Business Green,22,30428.77,20,0,0,150.24,4.32,0
TXN0004864,2026-06-25 18:00:35,CUST000905,MERCH00276,Healthcare,244.68,San Diego,CA,Contactless (Tap),Business Green,23,15249.45,12,0,0,358.79,13.72,0
TXN0004865,2026-02-09 03:53:59,CUST001187,MERCH00221,Education,190.65,Seattle,WA,Chip,Business Platinum,19,19045.27,17,0,0,266.67,0.79,0
TXN0004866,2026-06-01 06:43:47,CUST001002,MERCH00157,Online Retail,51.28,San Jose,CA,Contactless (Tap),Business Platinum,19,26525.58,8,1,0,59.04,5782.2,0
TXN0004867,2025-10-21 04:54:23,CUST000609,MERCH00181,Online Retail,21.77,Charlotte,NC,Contactless (Tap),Platinum,41,53292.25,13,0,0,27.97,1.04,0
TXN0004868,2025-10-04 22:30:51,CUST000307,MERCH00213,Education,238.91,Atlanta,GA,Chip,Green,67,93137.25,22,0,1,236.99,6.09,0
TXN0004869,2025-12-24 03:34:25,CUST001363,MERCH00129,Online Retail,31.04,Charlotte,NC,Online,Gold,43,91606.13,9,0,0,12.02,45.9,0
TXN0004870,2025-09-18 21:37:46,CUST000055,MERCH00243,Utilities,303.98,Chicago,IL,Swipe,Platinum,31,44036.65,12,0,0,362.73,5.4,0
TXN0004871,2026-05-13 12:52:20,CUST000983,MERCH00172,Utilities,112.25,Philadelphia,PA,Swipe,Platinum,47,74954.27,19,0,0,107.18,34.28,0
TXN0004872,2026-01-16 04:08:59,CUST000333,MERCH00365,Fuel,44.58,San Jose,CA,Chip,Gold,33,73572.24,17,0,0,27.51,51.21,0
TXN0004873,2025-11-06 07:21:48,CUST000127,MERCH00270,Fashion,68.19,Detroit,MI,Chip,Business Platinum,22,37355.42,17,0,0,73.93,42.44,0
TXN0004874,2026-03-01 02:13:55,CUST000705,MERCH00163,Restaurants,60.79,Detroit,MI,Online,Gold,36,52080.61,20,0,1,65.84,2.59,0
TXN0004875,2026-03-17 15:23:52,CUST000243,MERCH00024,Electronics,1946.14,Miami,FL,Chip,Green,66,75281.73,3,1,0,683.94,11822.49,1
TXN0004876,2026-01-23 20:51:50,CUST000600,MERCH00193,Fuel,79.97,Philadelphia,PA,Chip,Platinum,41,55351.92,19,0,0,100.7,6.91,0
TXN0004877,2026-05-13 17:07:41,CUST001433,MERCH00366,Utilities,145.95,Dallas,TX,Chip,Business Green,27,49245.77,21,0,0,154.88,0.67,0
TXN0004878,2025-09-03 21:25:12,CUST000503,MERCH00390,Travel,548.05,Charlotte,NC,Chip,Green,61,108211.27,2,0,0,278.51,11.71,0
TXN0004879,2025-10-01 11:06:02,CUST000604,MERCH00294,Fuel,10.16,Boston,MA,Online,Gold,66,80753.11,15,0,0,17.54,22.99,0
TXN0004880,2026-08-20 06:33:32,CUST000303,MERCH00129,Online Retail,81.41,Charlotte,NC,Chip,Gold,28,34883.29,12,0,0,34.29,34.94,0
TXN0004881,2026-05-21 18:49:48,CUST001488,MERCH00041,Electronics,8556.19,Atlanta,GA,Swipe,Platinum,47,97137.64,2,1,0,151.26,4365.24,1
TXN0004882,2025-09-13 14:30:01,CUST000235,MERCH00031,Fuel,51.63,San Diego,CA,Contactless (Tap),Gold,66,106078.11,13,0,1,60.85,17.74,0
TXN0004883,2026-07-20 16:45:37,CUST001062,MERCH00036,Entertainment,13.74,Miami,FL,Online,Business Green,60,104631.79,17,0,0,15.83,2.61,0
TXN0004884,2026-02-20 02:41:31,CUST000139,MERCH00361,Healthcare,160.0,Denver,CO,Swipe,Platinum,72,92753.45,21,0,0,178.97,2.57,0
TXN0004885,2025-10-01 22:33:53,CUST000195,MERCH00253,Entertainment,33.16,Miami,FL,Chip,Business Green,23,27373.32,16,0,0,13.84,22.14,0
TXN0004886,2025-10-10 12:01:37,CUST000647,MERCH00365,Fuel,94.65,San Jose,CA,Chip,Business Platinum,21,30099.68,20,0,0,83.53,3.9,0
TXN0004887,2026-02-26 06:37:52,CUST000001,MERCH00215,Entertainment,19.47,Charlotte,NC,Online,Green,56,83045.85,8,1,0,15.06,2719.58,0
TXN0004888,2025-12-04 20:31:40,CUST000561,MERCH00287,Electronics,160.41,Dallas,TX,Swipe,Business Green,74,89376.55,10,0,0,195.42,18.7,0
TXN0004889,2025-10-11 13:02:14,CUST001120,MERCH00256,Education,162.29,Miami,FL,Online,Platinum,20,37720.67,22,0,1,154.1,12.29,0
TXN0004890,2026-08-04 03:31:45,CUST000713,MERCH00369,Electronics,72.43,Portland,OR,Chip,Green,69,83571.13,21,0,0,55.25,80.33,0
TXN0004891,2026-06-18 23:04:03,CUST000413,MERCH00387,Travel,138.54,San Diego,CA,Chip,Gold,23,15321.02,10,0,0,141.94,16.82,0
TXN0004892,2026-08-14 20:51:20,CUST000538,MERCH00186,Online Retail,95.84,New York,NY,Chip,Platinum,64,86447.13,16,0,0,110.4,25.54,0
TXN0004893,2026-03-17 13:09:27,CUST000429,MERCH00061,Entertainment,55.16,Philadelphia,PA,Online,Business Platinum,50,91331.55,12,0,0,53.49,1.59,0
TXN0004894,2025-10-15 17:08:09,CUST000235,MERCH00262,Home & Furniture,272.88,Seattle,WA,Contactless (Tap),Gold,66,106078.11,14,0,0,235.87,11.35,0
TXN0004895,2026-03-01 09:25:05,CUST000349,MERCH00276,Healthcare,185.88,San Diego,CA,Swipe,Platinum,52,111103.13,20,0,1,108.39,39.22,0
TXN0004896,2026-06-10 09:03:25,CUST000396,MERCH00111,Home & Furniture,91.08,Phoenix,AZ,Online,Platinum,50,78152.63,18,0,0,44.97,18.32,0
TXN0004897,2026-03-05 05:01:35,CUST001375,MERCH00317,Electronics,146.23,Charlotte,NC,Chip,Platinum,64,91293.11,10,0,0,82.11,8.53,0
TXN0004898,2025-12-15 00:43:15,CUST000416,MERCH00141,Utilities,288.43,Denver,CO,Online,Gold,54,100002.66,11,0,0,267.57,9.57,0
TXN0004899,2026-08-07 17:56:51,CUST000916,MERCH00233,Grocery,18.8,Phoenix,AZ,Contactless (Tap),Platinum,70,81876.97,11,0,0,24.11,7.1,0
TXN0004900,2026-08-03 21:17:05,CUST001075,MERCH00023,Fuel,79.47,Houston,TX,Online,Gold,39,74203.69,19,0,0,90.58,0.96,0
TXN0004901,2026-06-27 12:14:57,CUST000081,MERCH00079,Entertainment,41.65,Atlanta,GA,Contactless (Tap),Business Green,46,81611.91,14,0,1,34.48,7.15,0
TXN0004902,2025-12-10 09:27:38,CUST000036,MERCH00031,Fuel,43.51,San Diego,CA,Contactless (Tap),Platinum,45,71381.17,22,0,0,47.28,25.98,0
TXN0004903,2025-10-23 14:38:54,CUST001091,MERCH00004,Fashion,309.1,San Jose,CA,Chip,Platinum,40,,20,0,0,229.05,7.35,0
TXN0004904,2026-04-27 07:22:11,CUST000641,MERCH00118,Grocery,56.92,Atlanta,GA,Contactless (Tap),Business Platinum,27,47638.12,10,0,0,51.14,27.31,0
TXN0004905,2025-11-06 09:01:18,CUST000882,MERCH00066,Utilities,82.59,Phoenix,AZ,Contactless (Tap),Platinum,50,88225.29,19,0,0,129.78,3.27,0
TXN0004906,2025-12-02 22:24:30,CUST000757,MERCH00400,Home & Furniture,88.19,San Jose,CA,Chip,Platinum,62,98059.55,15,0,0,134.28,0.68,0
TXN0004907,2026-05-23 20:54:47,CUST000623,MERCH00371,Grocery,115.24,Dallas,TX,Online,Platinum,27,19165.54,10,0,1,163.89,8.35,0
TXN0004908,2026-08-05 15:51:09,CUST000468,MERCH00287,Electronics,157.9,Dallas,TX,Contactless (Tap),Gold,74,96663.05,12,0,0,96.52,8.06,0
TXN0004909,2026-03-27 19:33:40,CUST001166,MERCH00176,Education,142.34,Detroit,MI,Contactless (Tap),Gold,48,79226.2,22,0,0,160.71,23.2,0
TXN0004910,2025-12-12 14:44:47,CUST000356,MERCH00123,Education,69.49,Chicago,IL,Contactless (Tap),Gold,63,96689.99,14,0,0,50.9,30.0,0
TXN0004911,2026-08-01 11:26:40,CUST000709,MERCH00231,Fashion,53.69,Columbus,OH,Contactless (Tap),Platinum,22,15737.19,18,0,1,61.93,0.71,0
TXN0004912,2026-02-09 13:02:53,CUST001495,MERCH00043,Electronics,290.0,Phoenix,AZ,Online,Platinum,46,90779.73,14,0,0,253.66,16.5,0
TXN0004913,2026-01-03 00:32:29,CUST001020,MERCH00004,Fashion,140.75,San Jose,CA,Chip,Gold,57,95492.31,12,0,1,162.07,0.1,0
TXN0004914,2025-09-22 22:06:48,CUST000902,MERCH00190,Fuel,47.76,Portland,OR,Chip,Green,38,57624.07,19,0,0,45.69,16.7,0
TXN0004915,2026-01-09 18:43:19,CUST000673,MERCH00304,Home & Furniture,208.57,Denver,CO,Chip,Platinum,40,57239.17,20,0,0,124.02,18.74,0
TXN0004916,2026-07-10 13:19:28,CUST000439,MERCH00250,Home & Furniture,230.97,New York,NY,Chip,Gold,41,91460.5,7,0,0,275.0,9.54,0
TXN0004917,2026-06-18 19:07:39,CUST000531,MERCH00144,Home & Furniture,104.06,Dallas,TX,Chip,Platinum,70,72484.08,11,0,0,110.4,1.56,0
TXN0004918,2026-04-16 00:04:02,CUST000127,MERCH00345,Fuel,37.94,Dallas,TX,Contactless (Tap),Business Platinum,22,37355.42,15,0,0,56.04,9.49,0
TXN0004919,2025-10-17 02:38:55,CUST000205,MERCH00382,Home & Furniture,159.43,Dallas,TX,Contactless (Tap),Platinum,42,76102.53,11,0,0,89.8,15.11,0
TXN0004920,2025-11-03 22:21:38,CUST000029,MERCH00333,Fuel,45.58,Portland,OR,Online,Platinum,29,31827.24,19,0,0,62.37,23.59,0
TXN0004921,2026-05-15 22:55:58,CUST000445,MERCH00158,Utilities,55.9,Miami,FL,Contactless (Tap),Business Platinum,19,19314.77,8,0,0,76.75,21.83,0
TXN0004922,2026-04-07 05:00:36,CUST000966,MERCH00065,Travel,821.02,Charlotte,NC,Chip,Gold,55,101833.28,19,0,0,945.16,27.52,0
TXN0004923,2026-04-04 14:03:18,CUST000464,MERCH00325,Online Retail,65.04,Seattle,WA,Chip,Business Platinum,42,59148.69,16,0,1,63.15,4.51,0
TXN0004924,2026-08-01 20:39:28,CUST001304,MERCH00270,Fashion,208.5,Detroit,MI,Swipe,Green,68,89784.72,11,0,1,183.52,15.08,0
TXN0004925,2026-07-08 19:22:08,CUST000151,MERCH00075,Restaurants,43.78,Dallas,TX,Contactless (Tap),Business Platinum,54,102182.13,12,0,0,15.96,5.1,0
TXN0004926,2026-08-08 06:58:49,CUST000240,MERCH00029,Fuel,2.99,Dallas,TX,Contactless (Tap),Platinum,20,43941.42,9,0,1,1.97,5.75,0
TXN0004927,2025-10-17 18:43:24,CUST000266,MERCH00335,Fuel,40.23,San Antonio,TX,Contactless (Tap),Platinum,72,90811.0,10,0,0,31.38,10.74,0
TXN0004928,2026-08-08 12:15:17,CUST001129,MERCH00238,Healthcare,89.34,Portland,OR,Chip,Platinum,64,89678.41,18,0,1,80.08,3.77,0
TXN0004929,2026-07-22 23:36:29,CUST001457,MERCH00153,Utilities,35.86,Las Vegas,NV,Online,Business Green,42,97151.39,12,0,0,25.2,8.67,0
TXN0004930,2026-04-18 05:00:52,CUST000913,MERCH00094,Home & Furniture,487.84,Miami,FL,Contactless (Tap),Gold,70,72218.42,18,0,1,358.61,6.28,0
TXN0004931,2025-12-06 12:33:15,CUST000497,MERCH00237,Entertainment,27.77,,CA,Online,Business Platinum,60,61607.13,15,0,1,19.42,2.21,0
TXN0004932,2025-10-22 07:08:43,CUST001464,MERCH00322,Education,344.61,New York,NY,Chip,Green,66,104971.86,8,0,0,413.53,3.72,0
TXN0004933,2025-12-09 11:14:36,CUST000685,MERCH00115,Travel,370.99,San Antonio,TX,Contactless (Tap),Green,34,37397.46,14,0,0,492.54,16.45,0
TXN0004934,2026-01-28 06:47:30,CUST000158,MERCH00296,Home & Furniture,296.02,San Diego,CA,Contactless (Tap),Gold,72,108512.17,19,0,0,159.85,3.09,0
TXN0004935,2025-10-16 10:04:44,CUST000172,MERCH00219,Utilities,560.58,Boston,MA,Contactless (Tap),Green,69,94410.58,11,0,0,763.63,7.41,0
TXN0004936,2025-12-06 07:30:43,CUST000494,MERCH00246,Fuel,28.6,San Diego,CA,Contactless (Tap),Platinum,23,61029.23,17,0,1,55.83,18.7,0
TXN0004937,2026-06-16 01:57:02,CUST000970,MERCH00399,Online Retail,14.69,San Antonio,TX,Online,Green,51,96759.53,9,1,0,1.0,2970.77,0
TXN0004938,2026-06-27 03:01:00,CUST001335,MERCH00032,Electronics,144.91,Charlotte,NC,Contactless (Tap),Platinum,27,39243.2,8,0,1,122.8,3.36,0
TXN0004939,2026-06-14 01:05:14,CUST001427,MERCH00020,Fuel,28.47,Los Angeles,CA,Swipe,Business Green,32,54120.94,12,0,1,12.29,12.24,0
TXN0004940,2026-06-02 12:17:29,CUST000676,MERCH00053,Fuel,17.27,Los Angeles,CA,Contactless (Tap),Gold,29,46844.99,13,0,0,15.57,17.18,0
TXN0004941,2026-07-05 12:26:41,CUST000659,MERCH00206,Fashion,107.15,Denver,CO,Online,Platinum,27,40354.01,19,0,1,160.81,17.72,0
TXN0004942,2026-03-23 07:05:00,CUST000903,MERCH00219,Utilities,130.95,Boston,MA,Swipe,Gold,65,92403.89,14,0,0,169.98,48.24,0
TXN0004943,2025-09-19 09:11:04,CUST000666,MERCH00195,Healthcare,43.45,Portland,OR,Online,Gold,65,98799.14,7,0,0,74.89,0.19,0
TXN0004944,2026-06-26 01:21:32,CUST001487,MERCH00305,Travel,248.45,Chicago,IL,Online,Green,30,44489.75,17,0,0,151.63,33.12,0
TXN0004945,2025-11-07 17:44:11,CUST000367,MERCH00195,Healthcare,192.83,Portland,OR,Swipe,Gold,31,45311.48,14,0,0,265.23,6.82,0
TXN0004946,2026-07-19 21:49:23,CUST000550,MERCH00345,Fuel,17.29,Dallas,TX,Chip,Platinum,22,42939.09,12,0,1,8.52,27.2,0
TXN0004947,2025-12-16 14:05:51,CUST000643,MERCH00082,Healthcare,46.5,San Antonio,TX,Contactless (Tap),Gold,51,84738.17,20,0,0,42.44,40.52,0
TXN0004948,2026-08-12 07:43:53,CUST000255,MERCH00001,Entertainment,49.93,Atlanta,GA,Chip,Platinum,18,19642.8,9,0,0,40.98,10.75,0
TXN0004949,2026-04-29 09:34:01,CUST000208,MERCH00167,Electronics,93.06,Portland,OR,Chip,Gold,18,15420.43,21,0,0,76.04,20.91,0
TXN0004950,2025-12-08 12:09:46,CUST000450,MERCH00317,Electronics,111.35,Charlotte,NC,Contactless (Tap),Green,34,59748.18,12,1,0,153.09,2494.66,0
TXN0004951,2026-01-25 13:58:30,CUST000095,MERCH00183,Restaurants,7.75,Dallas,TX,Contactless (Tap),Green,74,81299.71,14,0,1,1.0,4.13,0
TXN0004952,2026-03-19 12:51:24,CUST000839,MERCH00386,Fuel,23.34,San Antonio,TX,Contactless (Tap),Platinum,41,56581.61,22,0,0,18.96,0.43,0
TXN0004953,2026-01-05 18:41:44,CUST000478,MERCH00350,Electronics,491.92,Portland,OR,Online,Green,68,108108.48,19,0,0,628.42,42.05,0
TXN0004954,2026-08-02 16:16:43,CUST000683,MERCH00273,Restaurants,9.85,Philadelphia,PA,Online,Platinum,58,60952.95,7,0,1,1.64,3.6,0
TXN0004955,2025-12-05 07:33:16,CUST000762,MERCH00157,Online Retail,70.12,San Jose,CA,Chip,Platinum,24,15000.0,16,0,0,108.63,3.73,0
TXN0004956,2025-10-01 00:20:17,CUST000190,MERCH00373,Online Retail,112.47,Chicago,IL,Swipe,Platinum,19,41068.2,11,0,0,96.27,27.49,0
TXN0004957,2026-02-26 00:57:01,CUST000711,MERCH00362,Utilities,185.37,Houston,TX,Contactless (Tap),Business Platinum,29,62454.04,15,0,0,137.63,48.58,0
TXN0004958,2025-11-15 12:25:57,CUST000756,MERCH00388,Grocery,64.83,San Antonio,TX,Online,Gold,65,97694.03,19,0,1,43.09,19.17,0
TXN0004959,2026-02-21 13:10:12,CUST001447,MERCH00201,Fuel,29.14,Detroit,MI,Swipe,Gold,35,49070.63,14,0,1,27.89,3.38,0
TXN0004960,2025-10-14 04:19:12,CUST000836,MERCH00192,Electronics,180.64,San Diego,CA,Chip,Green,25,44710.32,7,0,0,103.44,7.43,0
TXN0004961,2025-10-20 23:51:54,CUST000133,MERCH00341,Healthcare,59.7,,TX,Contactless (Tap),Gold,26,38925.34,15,0,0,58.65,29.31,0
TXN0004962,2026-02-15 03:37:42,CUST000055,MERCH00299,Fuel,12.1,New York,NY,Contactless (Tap),Gold,31,44036.65,4,0,1,10.05,7.58,0
TXN0004963,2025-10-30 23:05:36,CUST000510,MERCH00076,Education,388.75,Seattle,WA,Chip,Gold,69,90848.88,12,0,0,198.54,25.25,0
TXN0004964,2026-07-19 22:39:20,CUST000670,MERCH00140,Fuel,58.09,Portland,OR,Contactless (Tap),Platinum,56,109488.71,14,0,1,60.15,34.75,0
TXN0004965,2025-10-07 16:00:47,CUST000410,MERCH00306,Healthcare,93.72,New York,NY,Contactless (Tap),Gold,46,60004.09,17,0,0,53.98,1.18,0
TXN0004966,2026-03-05 12:11:47,CUST001235,MERCH00196,Utilities,31.28,San Antonio,TX,Chip,Gold,26,46131.03,15,0,0,26.59,0.07,0
TXN0004967,2026-06-12 06:40:29,CUST001317,MERCH00061,Entertainment,15.84,Philadelphia,PA,Contactless (Tap),Platinum,69,79940.12,9,0,0,19.98,2.76,0
TXN0004968,2025-12-11 20:28:55,CUST000987,MERCH00360,Fashion,180.58,Los Angeles,CA,Chip,Green,34,60755.6,22,1,0,121.72,6652.03,0
TXN0004969,2026-08-17 17:59:12,CUST000734,MERCH00307,Electronics,168.06,Houston,TX,Chip,Platinum,64,79940.63,17,0,0,165.49,8.96,0
TXN0004970,2026-02-26 16:37:40,CUST001139,MERCH00333,Fuel,44.61,Portland,OR,Chip,Platinum,69,83099.12,11,1,0,44.25,6344.88,0
TXN0004971,2025-09-01 06:17:22,CUST000259,MERCH00354,Fuel,22.18,Phoenix,AZ,Contactless (Tap),Business Green,61,93195.64,22,0,0,38.23,6.25,0
TXN0004972,2026-06-17 01:09:23,CUST001146,MERCH00083,Grocery,116.8,Seattle,WA,Chip,Business Green,74,102340.46,21,0,0,189.68,2.79,0
TXN0004973,2025-11-23 18:38:51,CUST000299,MERCH00334,Electronics,42.73,Miami,FL,Online,Platinum,56,93958.25,8,0,1,58.91,5.05,0
TXN0004974,2025-10-14 16:40:35,CUST001405,MERCH00005,Travel,163.59,San Antonio,TX,Chip,Business Platinum,46,92472.98,17,0,0,250.05,6.39,0
TXN0004975,2026-03-15 04:07:35,CUST000561,MERCH00219,Utilities,153.52,Boston,MA,Online,Platinum,74,89376.55,15,0,1,169.05,8.2,0
TXN0004976,2025-12-03 20:39:05,CUST000297,MERCH00254,Grocery,105.99,Miami,FL,Online,Green,50,90312.67,9,0,0,105.97,5.5,0
TXN0004977,2026-04-03 19:09:13,CUST000362,MERCH00394,Electronics,141.48,Seattle,WA,Chip,Green,58,96835.88,10,0,0,186.28,6.93,0
TXN0004978,2025-12-18 11:09:16,CUST000589,MERCH00088,Entertainment,49.48,Detroit,MI,Swipe,Green,69,67675.17,15,0,0,62.29,6.57,0
TXN0004979,2026-04-11 08:36:31,CUST001487,MERCH00209,Healthcare,310.48,Seattle,WA,Online,Gold,30,44489.75,11,0,1,161.6,1.37,0
TXN0004980,2025-10-21 11:03:46,CUST001462,MERCH00180,Fashion,146.87,Detroit,MI,Contactless (Tap),Green,41,72965.43,20,0,0,102.03,22.59,0
TXN0004981,2026-02-08 05:47:44,CUST000127,MERCH00208,Fashion,23.27,Atlanta,GA,Chip,Gold,22,37355.42,8,0,1,7.81,1.63,0
TXN0004982,2026-03-04 13:32:20,CUST000197,MERCH00273,Restaurants,88.03,Philadelphia,PA,Online,Green,45,76035.08,21,1,0,71.61,6284.79,0
TXN0004983,2026-04-08 18:00:01,CUST000221,MERCH00065,Travel,449.84,Charlotte,NC,Chip,Platinum,54,97982.7,20,0,0,545.76,15.16,0
TXN0004984,2026-03-31 17:56:42,CUST000995,MERCH00380,Restaurants,67.5,Phoenix,AZ,Online,Green,34,41721.49,18,0,0,81.55,15.17,0
TXN0004985,2026-07-04 17:05:51,CUST000091,MERCH00021,Restaurants,56.76,Houston,TX,Contactless (Tap),Green,32,,10,0,1,47.9,21.35,0
TXN0004986,2025-11-21 05:10:04,CUST000411,MERCH00367,Electronics,701.21,San Diego,CA,Chip,Gold,63,103555.2,18,0,0,550.01,19.74,0
TXN0004987,2025-10-07 09:32:46,CUST000008,MERCH00177,Electronics,275.88,Denver,CO,Contactless (Tap),Green,56,66719.32,13,0,0,181.09,49.92,0
TXN0004988,2025-11-09 20:02:37,CUST000544,MERCH00363,Utilities,109.15,San Jose,CA,Online,Business Green,57,83645.19,17,0,1,56.77,9.98,0
TXN0004989,2025-11-09 05:15:49,CUST000468,MERCH00022,Fashion,210.33,Las Vegas,NV,Contactless (Tap),Business Green,74,96663.05,11,0,1,151.25,38.51,0
TXN0004990,2025-10-14 18:57:39,CUST000320,MERCH00325,Online Retail,6.58,Seattle,WA,Chip,Platinum,19,26227.46,20,0,0,1.0,16.31,0
TXN0004991,2025-11-17 17:29:28,CUST001418,MERCH00036,Entertainment,95.55,Miami,FL,Chip,Gold,53,95214.48,5,0,0,115.57,12.59,0
TXN0004992,2025-12-05 10:01:10,CUST000269,MERCH00250,Home & Furniture,89.78,New York,NY,Swipe,Business Platinum,34,36423.83,18,0,0,75.82,1.2,0
TXN0004993,2025-10-26 23:09:53,CUST001215,MERCH00149,Utilities,119.36,San Antonio,TX,Swipe,Green,60,71398.74,20,0,1,84.14,3.34,0
TXN0004994,2026-06-05 15:08:38,CUST000061,MERCH00073,Online Retail,44.26,Seattle,WA,Swipe,Gold,37,61250.39,17,0,0,52.69,17.89,0
TXN0004995,2025-11-22 11:56:25,CUST001462,MERCH00091,Education,35.73,Phoenix,AZ,Swipe,Gold,41,72965.43,9,0,1,29.93,23.39,0
TXN0004996,2025-10-21 19:41:01,CUST001288,MERCH00176,Education,227.88,Detroit,MI,Contactless (Tap),Platinum,50,97743.06,11,0,0,118.04,11.57,0
TXN0004997,2025-10-23 14:21:59,CUST000797,MERCH00126,Fuel,34.26,Atlanta,GA,Online,Gold,55,89938.53,15,0,0,53.43,6.96,0
TXN0004998,2026-07-17 08:33:06,CUST001119,MERCH00204,Home & Furniture,575.44,Los Angeles,CA,Online,Business Green,27,23143.36,12,0,0,284.19,38.33,0
TXN0004999,2026-01-29 22:02:10,CUST000553,MERCH00246,Fuel,72.94,San Diego,CA,Contactless (Tap),Business Platinum,72,83518.11,0,0,0,41.96,47.68,0
TXN0005000,2026-01-07 03:25:14,CUST000926,MERCH00099,Online Retail,67.94,Los Angeles,CA,Online,Green,18,26033.73,5,0,0,61.74,1.65,0
TXN0005001,2025-11-18 08:49:37,CUST001494,MERCH00271,Grocery,52.2,Portland,OR,Chip,Gold,47,73387.42,19,0,0,58.3,19.39,0
